accountid  ,oybaccountid,jobid               ,listid     ,batchid             ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,eventdate              ,isunique,domain                                                                                                                          
  555555555,   555555556,               20904,        340,                9014,    35184355,35184355@comcast.net                                                                                                                                                                                                                                          ,2022-10-31 10:04:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20913,        340,                8186,    39197935,39197935@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 10:00:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20928,        340,                4004,     9810237,9810237@aol.com                                                                                                                                                                                                                                               ,2022-10-31 09:30:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20928,        340,                  14,    35859306,35859306@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 09:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20924,        340,               10013,    35859306,35859306@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 09:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20919,        340,               31017,    35859306,35859306@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 09:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20892,        340,                2017,    35859306,35859306@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 09:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20910,        340,               25017,    35859306,35859306@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 09:13:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20797,        340,                 780,    43596657,43596657@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 09:08:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20796,        340,                1269,    43792608,43792608@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 08:43:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19633,        340,               20767,    42782060,42782060@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 08:26:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18874,        340,               13008,     8004190,8004190@hotmail.com                                                                                                                                                                                                                                           ,2022-10-31 08:19:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20796,        340,                1201,    43788951,43788951@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 08:00:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20817,        340,               18082,    38772028,38772028@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 07:55:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19647,        340,               10987,    29158065,29158065@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 07:53:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20762,        340,               16015,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20139,        340,                8015,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20814,        340,               25012,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19778,        340,               21010,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19851,        340,                5013,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20911,        340,               29009,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20129,        340,               13010,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19992,        340,               13019,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19648,        340,               19719,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19633,        340,                1896,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20633,        340,                8017,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20013,        340,               25008,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19586,        340,                9013,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20875,        340,               28013,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20893,        340,               12010,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20920,        340,               27017,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19433,        340,                8013,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19601,        340,               29009,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19783,        340,               22009,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               18875,        340,               13041,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19649,        340,               18010,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19506,        340,                4019,    35187605,35187605@aol.com                                                                                                                                                                                                                                              ,2022-10-31 07:38:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19891,        805,               13038,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:27:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20015,        340,                9021,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:25:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19670,        340,                1519,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:25:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19669,        340,                1857,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:22:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20140,        805,               27054,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:22:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20634,        340,               29045,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:19:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20815,        340,               18033,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:16:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20912,        340,                7040,    38119283,38119283@hotmail.com                                                                                                                                                                                                                                          ,2022-10-31 07:14:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               20922,        340,                   1,     3014549,3014549@yahoo.com                                                                                                                                                                                                                                             ,2022-10-31 06:44:00.000,       1,devsutd.com                                                                                                                     
  555555555,   555555556,               19631,        340,               27959,    43506882,43506882@yahoo.com                                                                                                                                                                                                                                            ,2022-10-31 06:29:00.000,       1,devsutd.com                                                                                                                     
