accountid  ,oybaccountid,jobid               ,listid     ,batchid             ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,eventdate              ,isunique,domain                                                                                                                          
   55555555,   555555556,               19704,        340,               37728,    35402912,35402912@aol.com                                                                                                                                                                                                                                              ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19704,        340,               40110,    43770475,43770475@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19704,        340,               41784,    13184811,13184811@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20874,        340,               14011,    34753217,34753217@yahoo.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20902,        340,                2002,     7743492,7743492@yahoo.com                                                                                                                                                                                                                                             ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20902,        340,                6069,    43615170,43615170@icloud.com                                                                                                                                                                                                                                           ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20902,        340,               17030,    42009582,42009582@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20903,        340,                   1,     1635837,1635837@gmail.com                                                                                                                                                                                                                                             ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20904,        340,               12009,    35059359,35059359@yahoo.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20905,        340,               16025,    36237477,36237477@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20905,        340,               19017,    35137622,35137622@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20905,        340,               23009,    34649309,34649309@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20906,        340,                9124,    36938049,36938049@yahoo.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20906,        340,               21125,    39241946,39241946@yahoo.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20907,        340,               27061,    38157488,38157488@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20923,        340,                5188,    39259227,39259227@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               20921,        805,               16013,    35433530,35433530@hotmail.com                                                                                                                                                                                                                                          ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19704,        340,               38824,    35393622,35393622@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19703,        340,               16389,    43779623,43779623@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1437,    36375625,36375625@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19644,        340,               25638,    43071194,43071194@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19615,        340,                5401,    38078363,38078363@hotmail.com                                                                                                                                                                                                                                          ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1443,    43117675,43117675@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1744,    27532330,27532330@yahoo.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19615,        340,                5401,    38078363,38078363@hotmail.com                                                                                                                                                                                                                                          ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1572,    21627426,21627426@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1866,    43715895,43715895@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1863,    35830212,35830212@aol.com                                                                                                                                                                                                                                              ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1856,    37437033,37437033@hotmail.com                                                                                                                                                                                                                                          ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19702,        340,                1820,    43607112,43607112@gmail.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     
   55555555,   555555556,               19704,        340,               23567,    42953867,42953867@yahoo.com                                                                                                                                                                                                                                            ,2023-03-05 06:16:33.437,       1,devsutd.com                                                                                                                     

(50 rows affected)
